event_id,timestamp,event_type,severity,message,asset_id
404,2025-07-07T07:51:59,login,3,Admin login to firewall console,134
405,2025-07-12T10:14:16,new_mac_seen,2,New MAC address seen on port 3,5
406,2025-06-21T19:43:22,config_backup,1,Router configuration backed up,242
407,2025-06-28T23:35:09,brute_force_detected,5,Multiple failed logins on admin account ID 172,19
408,2025-07-10T22:07:05,port_flapping,3,Link up/down detected on port,152
409,2025-06-23T15:33:35,usb_inserted,2,USB storage inserted,233
410,2025-07-05T19:17:29,malware_alert,4,Antivirus flagged file in Downloads,149
411,2025-07-05T05:28:42,login,2,User login from internal IP,219
412,2025-06-26T21:13:18,print_job,1,Large document sent to printer,244
413,2025-06-26T15:04:56,file_access,3,Sensitive file accessed by unknown user,52
414,2025-07-04T06:19:59,low_toner,1,Printer toner low warning,279
415,2025-07-12T02:54:04,login,3,Admin login to firewall console,148
416,2025-06-20T21:45:17,low_toner,1,Printer toner low warning,90
417,2025-07-09T02:03:31,low_toner,1,Printer toner low warning,153
418,2025-07-17T06:09:28,config_change,3,Firewall rule modified,246
419,2025-07-08T00:16:00,brute_force_detected,5,Multiple failed logins on admin account ID 67,26
420,2025-06-29T18:46:52,backup_failure,3,Scheduled backup did not complete,140
421,2025-06-19T16:49:29,login,1,User login to NAS interface,42
422,2025-06-26T00:27:19,process_start,3,Apache process started,108
423,2025-07-08T00:36:13,login,1,User login to NAS interface,98
424,2025-06-22T09:33:17,low_toner,1,Printer toner low warning,202
425,2025-07-11T00:36:30,brute_force_detected,5,Multiple failed logins on admin account ID 86,300
426,2025-07-06T00:45:44,process_start,3,Apache process started,66
427,2025-07-04T20:42:10,ddos_detected,5,"Unusual traffic spike, potential DDoS",150
428,2025-06-27T17:17:06,process_start,3,Apache process started,59
429,2025-07-10T11:20:07,port_flapping,3,Link up/down detected on port,54
430,2025-06-28T00:53:42,low_toner,1,Printer toner low warning,83
431,2025-06-21T11:46:51,login,2,SSH login successful,213
432,2025-06-20T14:25:38,network_connection,2,WAN connection established,109
433,2025-07-08T04:02:46,port_scan_detected,4,Multiple ports scanned from external IP,211
434,2025-06-30T03:43:43,port_scan_detected,4,Multiple ports scanned from external IP,57
435,2025-07-05T03:45:54,login,3,Admin login to firewall console,36
436,2025-07-19T12:16:35,file_access,3,Sensitive file accessed by unknown user,150
437,2025-07-04T08:14:20,network_connection,2,WAN connection established,235
438,2025-07-14T15:34:33,new_mac_seen,2,New MAC address seen on port 3,89
439,2025-07-06T06:21:19,config_change,3,Firewall rule modified,36
440,2025-06-26T04:43:49,file_access,3,Sensitive file accessed by unknown user,115
441,2025-07-17T14:59:24,login,2,SSH login successful,185
442,2025-06-28T14:59:31,login,1,User login to NAS interface,119
443,2025-07-10T10:33:18,port_scan_detected,4,Multiple ports scanned from external IP,22
444,2025-06-30T17:15:00,login,2,SSH login successful,45
445,2025-06-28T03:15:35,process_start,3,Apache process started,157
446,2025-07-18T12:32:05,usb_inserted,2,USB storage inserted,86
447,2025-07-07T07:50:11,config_backup,1,Router configuration backed up,67
448,2025-06-22T08:24:15,usb_inserted,2,USB storage inserted,268
449,2025-07-16T00:58:13,malware_alert,4,Antivirus flagged file in Downloads,212
450,2025-06-28T18:50:53,usb_inserted,2,USB storage inserted,86
451,2025-07-11T14:57:47,print_job,1,Large document sent to printer,265
452,2025-06-30T14:48:27,login,2,User login from internal IP,2
453,2025-07-15T03:43:38,brute_force_detected,5,Multiple failed logins on admin account ID 114,157
454,2025-07-18T18:24:47,new_mac_seen,2,New MAC address seen on port 3,243
455,2025-06-23T11:57:51,file_access,3,Sensitive file accessed by unknown user,94
456,2025-07-09T23:07:25,port_flapping,3,Link up/down detected on port,257
457,2025-06-27T06:50:33,new_mac_seen,2,New MAC address seen on port 3,194
458,2025-07-08T09:11:24,backup_failure,3,Scheduled backup did not complete,245
459,2025-07-08T05:25:34,ddos_detected,5,"Unusual traffic spike, potential DDoS",66
460,2025-07-02T05:06:44,ddos_detected,5,"Unusual traffic spike, potential DDoS",290
461,2025-07-09T20:47:45,network_connection,2,WAN connection established,242
462,2025-07-18T15:26:53,usb_inserted,2,USB storage inserted,219
463,2025-06-27T06:19:30,login,1,User login to NAS interface,91
464,2025-07-02T11:59:52,file_access,2,User accessed shared file,133
465,2025-07-18T08:28:43,new_mac_seen,2,New MAC address seen on port 3,173
466,2025-06-29T08:12:55,login,3,Admin login to firewall console,113
467,2025-07-15T07:28:51,new_mac_seen,2,New MAC address seen on port 3,278
468,2025-06-22T17:08:49,new_mac_seen,2,New MAC address seen on port 3,82
469,2025-06-27T14:55:25,brute_force_detected,5,Multiple failed logins on admin account ID 172,67
470,2025-06-25T20:54:57,print_job,1,Large document sent to printer,125
471,2025-07-19T00:10:15,port_flapping,3,Link up/down detected on port,194
472,2025-06-27T19:43:49,ddos_detected,5,"Unusual traffic spike, potential DDoS",24
473,2025-06-30T12:39:04,low_toner,1,Printer toner low warning,181
474,2025-07-07T00:23:05,port_flapping,3,Link up/down detected on port,285
475,2025-06-22T20:08:03,port_scan_detected,4,Multiple ports scanned from external IP,43
476,2025-06-29T18:06:30,config_change,3,Firewall rule modified,183
477,2025-06-23T19:47:26,login,2,SSH login successful,3
478,2025-07-04T23:18:24,brute_force_detected,5,Multiple failed logins on admin account ID 96,39
479,2025-07-05T14:31:43,login,1,User login to NAS interface,203
480,2025-07-14T06:55:50,port_scan_detected,4,Multiple ports scanned from external IP,218
481,2025-07-14T20:29:14,port_flapping,3,Link up/down detected on port,152
482,2025-07-06T08:11:45,login,2,User login from internal IP,107
483,2025-07-16T05:06:50,port_scan_detected,4,Multiple ports scanned from external IP,204
484,2025-07-18T12:45:54,new_mac_seen,2,New MAC address seen on port 3,201
485,2025-06-20T19:10:02,low_toner,1,Printer toner low warning,20
486,2025-07-08T09:36:33,network_connection,2,WAN connection established,193
487,2025-07-05T03:20:35,config_backup,1,Router configuration backed up,277
488,2025-07-07T02:44:57,usb_inserted,2,USB storage inserted,247
489,2025-06-23T19:07:33,backup_failure,3,Scheduled backup did not complete,154
490,2025-06-29T08:56:35,port_flapping,3,Link up/down detected on port,201
491,2025-07-17T22:28:14,login,2,SSH login successful,185
492,2025-06-26T03:20:23,config_backup,1,Router configuration backed up,109
493,2025-07-13T04:54:24,port_flapping,3,Link up/down detected on port,278
494,2025-07-01T18:09:13,login,2,SSH login successful,255
495,2025-07-07T11:25:44,file_access,3,Sensitive file accessed by unknown user,192
496,2025-06-20T11:13:32,phishing_email_received,3,Suspicious email with link received,100
497,2025-06-28T22:19:37,config_backup,1,Router configuration backed up,207
498,2025-07-04T21:18:46,login,2,User login from internal IP,296
499,2025-06-26T05:15:10,usb_inserted,2,USB storage inserted,9
500,2025-07-07T13:59:29,network_connection,2,WAN connection established,25
